100 MILE HOUSE, BC = 51.643970 -121.295010
TAMWORTH, ON = 44.487745 -76.995190
TANCOOK ISLAND, NS = 44.459238 -64.161885
TANGENT, AB = 55.810566 -117.677815
TANGIER, NS = 44.807083 -62.691334
TANTALLON, NS = 50.536744 -101.842117
TANTALLON, SK = 50.782998 -119.334404
TAPPEN, BC = 50.782998 -119.334404
TARA, ON = 44.482022 -81.146782
TARGETTVILLE, NB = 46.542450 -65.031321
TARZWELL, ON = 48.000982 -80.017223
TASCHEREAU, QC = 48.662499 -78.681487
TASIUJAQ, QC = 58.697407 -69.937393
TATAMAGOUCHE, NS = 45.709205 -63.294187
TATLA LAKE, BC = 51.905156 -124.597755
TATLAYOKO LAKE, BC = 51.686125 -124.414824
TAVISTOCK, ON = 54.297540 -113.478569
TAWATINAW, AB = 54.297540 -113.478569
TAXIS RIVER, NB = 46.230579 -66.814374
TAY CREEK, NB = 46.230579 -66.814374
TAY FALLS, NB = 45.933333 -64.550000
TAYLOR VILLAGE, NB = 45.933333 -64.550000
TAYLOR, BC = 56.152569 -120.681407
TAYMOUTH, NB = 42.311797 -82.885759
TECUMSEH, ON = 42.311797 -82.885759
TEEDS MILLS, NB = 52.466615 -113.315735
TEES, AB = 52.466615 -113.315735
TEESWATER, ON = 42.945431 -80.443935
TEETERVILLE, ON = 42.945431 -80.443935
TEHKUMMAH, ON = 50.549246 -126.832251
TELEGRAPH COVE, BC = 50.549246 -126.832251
TELEGRAPH CREEK, BC = 57.902930 -131.159156
TELKWA, BC = 47.064496 -79.790938
TEMAGAMI, ON = 46.718235 -79.100120
TEMISCAMING, QC = 46.718235 -79.100120
TEMPERANCE VALE, NB = 46.063059 -67.247954
TEMPLE, NB = 45.979922 -67.426956
TEMPLEMAN, NL = 44.466912 -63.717009
TERENCE BAY, NS = 43.715892 -79.936446
TERRA COTTA, ON = 48.783999 -87.096626
TERRACE BAY, ON = 48.783999 -87.096626
TERRACE, BC = 45.391420 -73.993504
TERRASSE-VAUDREUIL, QC = 45.391420 -73.993504
TERREBONNE, QC = 45.692982 -73.633110
TERRENCEVILLE, NL = 47.661413 -54.701935
TESLIN, YT = 51.806545 -107.427936
TESSIER, SK = 51.806545 -107.427936
TETAGOUCHE FALLS, NB = 50.702463 -59.322257
TETE-A-LA-BALEINE, QC = 50.386873 -97.260690
TEULON, MB = 50.386873 -97.260690
THAMESFORD, ON = 42.553458 -81.976163
THAMESVILLE, ON = 45.938622 -65.076774
THE GLADES, NB = 45.938622 -65.076774
THE PAS, MB = 53.825527 -101.247613
THEDFORD, ON = 51.424673 -102.922555
THEODORE, SK = 46.255953 -83.556368
THESSALON, ON = 46.102833 -71.305552
THETFORD MINES, QC = 46.102833 -71.305552
THETIS ISLAND, BC = 55.318056 -97.686944
THICKET PORTAGE, MB = 44.391790 -77.347173
THOMASBURG, ON = 44.391790 -77.347173
THOMASVILLE, NS = 43.566667 -65.450000
THOMPSON, MB = 45.565455 -62.548056
THORBURN, NS = 45.565455 -62.548056
THORHILD, AB = 44.561790 -80.452939
THORNBURY, ON = 44.561790 -80.452939
THORNDALE, ON = 43.102956 -81.139007
THORNE, ON = 54.513787 -128.540111
THORNHILL, BC = 54.513787 -128.540111
THORNHILL, MB = 43.807967 -79.459138
THORNHILL, ON = 47.667862 -79.763979
THORNLOE, ON = 47.667862 -79.763979
THORNTON, ON = 43.123609 -79.198930
THOROLD, ON = 43.123609 -79.198930
THORSBY, AB = 46.866667 -67.433333
THREE BROOKS, NB = 46.866667 -67.433333
THREE HILLS, AB = 51.707120 -113.264864
THREE TREE CREEK, NB = 45.697783 -66.642981
THUNDER BAY, ON = 48.380895 -89.247682
THURSO, QC = 45.597193 -75.243269
TICHBORNE, ON = 44.665140 -76.677062
TICKLE COVE, NL = 48.587023 -53.479535
TIDE HEAD, NB = 47.985277 -66.778380
TIGER LILY, AB = 54.183333 -114.766667
TIGNISH, PE = 46.950485 -64.033041
TILBURY, ON = 42.264397 -82.429231
TILDEN LAKE, ON = 46.583333 -79.633333
TILLEY ROAD, NB = 47.528225 -65.049776
TILLEY, AB = 50.451119 -111.652348
TILLEY, NB = 46.854201 -67.629266
TILLSONBURG, ON = 42.865888 -80.733317
TILSTON, MB = 49.393288 -101.313872
TILTING, NL = 49.705140 -54.065797
TIMBER BAY, SK = 54.164502 -105.676428
TIMBER RIVER, NB = 46.067188 -64.058957
TIMBERLEA, NS = 48.475821 -81.330495
TIMMINS, ON = 45.881160 -71.943945
TINGWICK, QC = 45.881160 -71.943945
TINKER, NB = 52.847396 -104.048984
TISDALE, SK = 45.485648 -65.747659
TITUSVILLE, NB = 45.485648 -65.747659
TIVERTON, NS = 44.387318 -66.221814
TIVERTON, ON = 44.267658 -81.543323
TIZZARDS HARBOUR, NL = 49.600000 -54.800000
TLELL, BC = 53.562977 -131.928954
TOAD RIVER, BC = 58.847789 -125.231724
TOBERMORY, ON = 45.253363 -81.664541
TOBIQUE FIRST NATION, NB = 46.795076 -67.684682
TOBIQUE NARROWS, NB = 46.795076 -67.684682
TOFIELD, AB = 53.371387 -112.663231
TOFINO, BC = 49.152984 -125.906618
TOGO, SK = 51.403531 -101.584498
TOLEDO, ON = 44.740179 -75.995253
TOLSTOI, MB = 49.074238 -96.808472
TOMAHAWK, AB = 53.395845 -114.763275
TOMPKINS, SK = 50.062364 -108.793310
TOMSLAKE, BC = 55.555446 -120.076197
TOPLEY, BC = 54.505051 -126.296656
TORBAY, NL = 47.658078 -52.735524
TORONTO, ON = 49.140669 -103.495709
TORQUAY, SK = 49.140669 -103.495709
TORRANCE, ON = 51.794526 -113.604267
TORRINGTON, AB = 47.217189 -52.851473
TORS COVE, NL = 47.217189 -52.851473
TORY HILL, ON = 44.022484 -79.805595
TOTTENHAM, ON = 49.547082 -96.980915
TOUROND, MB = 49.547082 -96.980915
TOURVILLE, QC = 51.485221 -99.531836
TOUTES AIDES, MB = 51.485221 -99.531836
TOWER HILL, NB = 44.631695 -63.577934
TOWER ROAD, NS = 44.631695 -63.577934
TOWNSEND, ON = 42.893686 -80.141559
TRACADIE BEACH, NB = 47.512071 -64.912087
TRACADIE-SHEILA, NB = 46.439344 -67.740055
TRACEY MILLS, NB = 45.676843 -66.682918
TRACY, NB = 45.734473 -66.667611
TRACYVILLE, NB = 45.734473 -66.667611
TRAIL, BC = 49.096568 -117.711730
TRAMPING LAKE, SK = 52.135882 -108.949506
TRAVERSE BAY, MB = 50.673053 -96.483807
TRAYTOWN, NL = 48.665519 -53.968992
TRECESSON, QC = 48.617741 -78.297011
TREHERNE, MB = 49.628389 -98.698554
TREMBLAY, NB = 44.202617 -77.699335
TRENT RIVER, ON = 45.616847 -62.637626
TRENTON, NS = 45.616847 -62.637626
TRENTON, ON = 44.101126 -77.576313
TREPASSEY, NL = 46.736116 -53.360278
TRES-SAINT-REDEMPTEUR, QC = 45.433353 -74.383361
TRIBUNE, SK = 49.246885 -103.822552
TRING-JONCTION, QC = 48.370045 -53.359514
TRINITY BB, NL = 49.008038 -53.897107
TRINITY TB, NL = 49.008038 -53.897107
TRITON, NL = 51.823821 -113.232767
TROCHU, AB = 51.823821 -113.232767
TROIS-PISTOLES, QC = 46.969992 -72.773523
TROIS-RIVES, QC = 46.969992 -72.773523
TROIS-RIVIERES, QC = 46.209833 -64.210272
TROIS-RUISSEAUX, NB = 49.638037 -104.226310
TROSSACHS, SK = 47.115206 -65.792820
TROUT BROOK, NB = 45.986895 -79.359553
TROUT CREEK, ON = 45.986895 -79.359553
TROUT LAKE, AB = 56.493613 -114.558269
TROUT LAKE, NT = 60.440668 -121.244484
TROUT RIVER, NL = 49.471061 -58.126798
TROY, NS = 45.694713 -61.440087
TROY, ON = 49.901619 -104.947141
TRUAX, SK = 47.692496 -65.134746
TRUDEL, NB = 45.349848 -63.312323
TRURO HEIGHTS, NS = 45.365773 -63.286941
TRURO, NS = 49.018038 -123.081825
TSAWWASSEN, BC = 49.018038 -123.081825
TSAY KEH DENE, BC = 67.441817 -133.742915
TSIIGEHTCHIC, NT = 50.956102 -114.362988
TSUU T'INA, AB = 50.956102 -114.362988
TUFFNELL, SK = 51.644074 -103.374425
TUGASKE, SK = 69.445358 -133.034181
TUKTOYAKTUK, NT = 49.545860 -120.760240
TULAMEEN, BC = 64.903423 -125.573316
TULITA, NT = 64.903423 -125.573316
TULLIBY LAKE, AB = 53.715222 -110.178632
TUMBLER RIDGE, BC = 55.125795 -120.993154
TUNIS, ON = 48.838845 -80.838903
TUPPERVILLE, ON = 42.590147 -82.269564
TURIN, AB = 49.965279 -112.526997
TURKEY POINT, ON = 47.933333 -53.350000
TURKS COVE, NL = 47.933333 -53.350000
TURNER VALLEY, AB = 50.673904 -114.278862
TURNOR LAKE, SK = 56.472800 -108.706100
TURTLE CREEK, NB = 45.962767 -64.885427
TURTLEFORD, SK = 53.387978 -108.958396
TUSKET, NS = 43.867647 -65.968754
TUXFORD, SK = 50.575717 -105.582423
TWAY, SK = 44.474728 -77.310249
TWEED, ON = 49.648695 -54.762267
TWILLINGATE, NL = 49.648695 -54.762267
TWIN BUTTE, AB = 49.262023 -113.858607
TWO BROOKS, NB = 53.711648 -111.744879
TWO HILLS, AB = 50.083984 -96.660971
TYNDALL, MB = 46.576465 -63.929067
TYNE VALLEY, PE = 46.576465 -63.929067
TYNEMOUTH CREEK, NB = 45.299479 -65.654529
TYNER, SK = 51.008798 -108.422675
TYVAN, SK = 50.032728 -103.731202
UCLUELET, BC = 44.257780 -79.184036
UDORA, ON = 70.736750 -117.770444
ULUKHAKTOK, NT = 45.721998 -72.233574
ULVERTON, QC = 56.551563 -76.547111
UMIUJAQ, QC = 56.551563 -76.547111
UNION BAY, BC = 49.580904 -124.884498
UNION CORNER, NB = 42.704345 -81.189356
UNION, ON = 42.704345 -81.189356
UNIONVILLE, ON = 52.443732 -109.158319
UNITY, SK = 45.522312 -65.672458
UPHAM, NB = 45.522312 -65.672458
UPPER BLACKVILLE, NB = 44.452844 -64.684421
UPPER BRANCH, NS = 44.452844 -64.684421
UPPER BRIGHTON, NB = 46.315005 -67.530639
UPPER BROOKSIDE, NS = 45.413215 -63.218573
UPPER CANADA VILLAGE, ON = 46.059061 -63.934444
UPPER CAPE, NB = 46.059061 -63.934444
UPPER CAVERHILL, NB = 46.052692 -67.156139
UPPER CHELSEA, NS = 44.333333 -64.766667
UPPER COVERDALE, NB = 46.046181 -64.960298
UPPER DERBY, NB = 45.949283 -64.533004
UPPER DORCHESTER, NB = 45.949283 -64.533004
UPPER FRASER, BC = 45.846054 -66.241967
UPPER GAGETOWN, NB = 45.846054 -66.241967
UPPER GOLDEN GROVE, NB = 45.800011 -60.295868
UPPER GRAND MIRA, NS = 46.091405 -67.138368
UPPER HAINESVILLE, NB = 46.091405 -67.138368
UPPER HAMMONDS PLAINS, NS = 44.743430 -63.766898
UPPER HAMPSTEAD, NB = 45.752050 -66.158952
UPPER ISLAND COVE, NL = 47.650236 -53.207442
UPPER KENNETCOOK, NS = 45.201966 -63.652513
UPPER KENT, NB = 46.053076 -66.901913
UPPER KESWICK, NB = 46.053076 -66.901913
UPPER KINGSCLEAR, NB = 46.716667 -67.583333
UPPER KINTORE, NB = 46.716667 -67.583333
UPPER KNOXFORD, NB = 46.533333 -67.750000
UPPER LAHAVE, NS = 44.366791 -64.451780
UPPER LEITCHES CREEK, NS = 46.132954 -60.383791
UPPER LETANG, NB = 45.384564 -65.825030
UPPER LOCH LOMOND, NB = 45.137543 -67.322999
UPPER MILLS, NB = 45.137543 -67.322999
UPPER MUSQUODOBOIT, NS = 45.137413 -62.950131
UPPER NINE MILE RIVER, NS = 45.488345 -63.215622
UPPER NORTH RIVER, NS = 45.488345 -63.215622
UPPER NORTH SYDNEY, NS = 46.193406 -60.268158
UPPER NORTHFIELD, NS = 44.501562 -64.614751
UPPER ONSLOW, NS = 45.385913 -63.310744
UPPER PORT LA TOUR, NS = 43.516667 -65.466667
UPPER QUEENSBURY, NB = 45.067658 -63.711690
UPPER RAWDON, NS = 46.628776 -64.939524
UPPER REXTON, NB = 46.628776 -64.939524
UPPER ROCKPORT, NB = 45.763260 -64.486478
UPPER SACKVILLE, NB = 45.940591 -64.347663
UPPER SACKVILLE, NS = 46.211191 -65.993723
UPPER SALMON CREEK, NB = 46.211191 -65.993723
UPPER STEWIACKE, NS = 45.209438 -62.972313
UPPER TANTALLON, NS = 45.668413 -66.717564
UPPER TRACY, NB = 45.668413 -66.717564
UPPER WASHABUCK, NS = 46.150266 -67.603395
UPPER WOODSTOCK, NB = 46.150266 -67.603395
UPPERTON, NB = 45.494740 -65.615429
UPSALA, ON = 49.066667 -90.491667
UPSALQUITCH, NB = 45.649266 -72.694184
UPTON, QC = 59.569326 -108.610521
URANIUM CITY, SK = 59.569326 -108.610521
URBANIA, NS = 45.147711 -66.771552
UTOPIA, NB = 44.331645 -79.838400
UTOPIA, ON = 45.211060 -79.329265
UTTERSON, ON = 44.109403 -79.120500
UXBRIDGE, ON = 44.109403 -79.120500
VAL CARON, ON = 47.456151 -64.884986
VAL COMEAU, NB = 49.644209 -83.404477
VAL COTE, ON = 49.644209 -83.404477
VAL GAGNE, ON = 48.616143 -80.637890
VAL MARIE, SK = 49.246363 -107.728801
VAL RITA, ON = 49.495363 -82.598012
VAL THERESE, ON = 46.652718 -81.004645
VAL-ALAIN, QC = 46.415086 -71.752811
VAL-BRILLANT, QC = 48.531408 -67.548003
VAL-D'AMOUR, NB = 48.513545 -64.400829
VAL-D'ESPOIR, QC = 48.513545 -64.400829
VAL-D'OR, QC = 46.030641 -74.206284
VAL-DAVID, QC = 45.915171 -75.598644
VAL-DES-BOIS, QC = 45.915171 -75.598644
VAL-DES-LACS, QC = 46.237754 -74.392298
VAL-DES-MONTS, QC = 45.736439 -75.742373
VAL-DOUCET, NB = 45.595449 -71.961801
VAL-JOLI, QC = 45.595449 -71.961801
VAL-MORIN, QC = 49.153991 -79.290096
VAL-PARADIS, QC = 49.153991 -79.290096
VAL-RACINE, QC = 45.484462 -71.074102
VAL-SAINT-GILLES, QC = 48.951602 -79.106295
VALCOURT, QC = 45.492449 -72.314950
VALEMOUNT, BC = 52.831220 -119.264311
VALHALLA CENTRE, AB = 55.403945 -119.383406
VALLEE-JONCTION, QC = 46.377586 -70.923293
VALLEY POND, NL = 49.571851 -54.898351
VALLEY RIVER, MB = 51.247959 -100.143624
VALLEY ROAD, NB = 45.219501 -67.260508
VALLEY, NS = 45.387343 -63.196156
VALLEYVIEW, AB = 55.069160 -117.281106
VAN ANDA, BC = 49.282729 -123.120738
VANCOUVER, BC = 54.013980 -124.012980
VANDERHOOF, BC = 42.969704 -80.395107
VANESSA, ON = 49.906451 -107.301724
VANGUARD, SK = 49.906451 -107.301724
VANIER, ON = 45.437085 -75.658968
VANKLEEK HILL, ON = 52.002368 -106.973034
VANSCOY, SK = 52.002368 -106.973034
VARENNES, QC = 43.533434 -81.596077
VARNA, ON = 43.533434 -81.596077
VARS, ON = 49.096834 -95.830331
VASSAR, MB = 45.404236 -74.037960
VAUDREUIL-DORION, QC = 45.404236 -74.037960
VAUDREUIL-SUR-LE-LAC, QC = 43.837208 -79.508276
VAUGHAN, ON = 43.837208 -79.508276
VAUXHALL, AB = 51.578841 -119.717927
VAVENBY, BC = 51.578841 -119.717927
VAWN, SK = 53.107692 -108.667558
VEGA, AB = 53.505173 -112.062139
VEGREVILLE, AB = 45.081684 -73.126646
VENISE-EN-QUEBEC, QC = 45.872054 -76.023921
VENOSTA, QC = 45.872054 -76.023921
VERCHERES, QC = 45.454827 -73.569873
VERDUN, QC = 45.454827 -73.569873
VEREGIN, SK = 51.584842 -102.078124
VERMETTE, MB = 49.860599 -93.390113
VERMILION BAY, ON = 49.860599 -93.390113
VERMILION, AB = 46.410175 -80.123071
VERNER, ON = 46.410175 -80.123071
VERNON BRIDGE, PE = 46.178597 -62.884145
VERNON, BC = 50.267014 -119.272011
VERNON, ON = 50.267014 -119.272011
VERONA, ON = 44.481157 -76.693785
VERRET, NB = 47.352590 -68.381666
VERWOOD, SK = 49.510721 -105.620335
VESPRA, NB = 45.683061 -66.761682
VETERAN, AB = 52.001387 -111.118136
VIBANK, SK = 50.334130 -103.945811
VICEROY, SK = 49.461010 -105.369067
VICTOIRE, SK = 50.784550 -96.592375
VICTORIA BEACH, MB = 50.784550 -96.592375
VICTORIA CB, NL = 47.767439 -53.241195
VICTORIA CORNER, NB = 49.355895 -54.492291
VICTORIA COVE, NL = 49.355895 -54.492291
VICTORIA HARBOUR, ON = 44.741409 -79.757228
VICTORIA MINES, NS = 46.236457 -60.172680
VICTORIA, BC = 46.215040 -63.490337
VICTORIA, PE = 46.215040 -63.490337
VICTORIAVILLE, QC = 49.326756 -109.414566
VIDORA, SK = 42.680703 -80.794498
VIENNA, ON = 42.680703 -80.794498
VIKING, AB = 53.096079 -111.776453
VILLAGE BLANCHARD, NB = 46.009389 -73.461267
VILLAGE SAINT-PIERRE, QC = 46.009389 -73.461267
VILLAGE-DES-POIRIER, NB = 47.800110 -65.046562
VILLAGE-SAINT-LAURENT, NB = 47.332192 -79.436803
VILLE-MARIE, QC = 47.332192 -79.436803
VILLEBOIS, QC = 46.370367 -71.883067
VILLEROY, QC = 54.116470 -111.921240
VILNA, AB = 54.116470 -111.921240
VIMONT, QC = 54.065058 -113.650482
VIMY, AB = 45.614741 -65.560403
VINEGAR HILL, NB = 45.614741 -65.560403
VINELAND STATION, ON = 43.170809 -79.394003
VINELAND, ON = 43.151355 -79.392770
VIRDEN, MB = 49.848668 -100.932528
VIRGIL, ON = 43.219647 -79.121445
VIRGINIATOWN, ON = 51.946987 -105.647477
VISCOUNT, SK = 50.624031 -100.717470
VISTA, MB = 50.624031 -100.717470
VITA, MB = 49.134245 -96.562236
VITTORIA, ON = 42.762397 -80.323019
VOGAR, MB = 50.953714 -98.645099
VONDA, SK = 52.318262 -106.100468
VULCAN, AB = 50.403172 -113.261248
WAASIS, NB = 53.558688 -114.468790
WABAMUN, AB = 56.014470 -113.821553
WABASCA, AB = 56.014470 -113.821553
WABIGOON, ON = 54.909392 -98.629417
WABOWDEN, MB = 54.909392 -98.629417
WABUSH, NL = 52.900428 -66.865529
WADENA, SK = 51.944507 -103.801470
WAGMATCOOK, NS = 46.082883 -60.920353
WAHNAPITAE, ON = 42.923366 -79.375756
WAINFLEET, ON = 42.923366 -79.375756
WAINWRIGHT, AB = 52.833070 -110.850470
WAKAW, SK = 52.648934 -105.740099
WAKEFIELD, NB = 46.228390 -67.644164
WAKEFIELD, QC = 45.641103 -75.928465
WALDECK, SK = 50.359601 -107.593417
WALDERSEE, MB = 50.561072 -99.054497
WALDHEIM, SK = 52.620346 -106.652604
WALDHOF, ON = 49.816516 -93.291424
WALDRON, SK = 50.850914 -102.512521
WALFORD STATION, ON = 50.754262 -120.989949
WALHACHIN, BC = 50.754262 -120.989949
WALKER SETTLEMENT, NB = 45.649572 -65.373510
WALKERTON, ON = 44.131300 -81.150718
WALLACE, NS = 42.592644 -82.388253
WALLACEBURG, ON = 42.634582 -81.465435
WALLACETOWN, ON = 42.634582 -81.465435
WALLENSTEIN, ON = 49.948275 -110.047382
WALSH, AB = 42.676872 -80.525814
WALSINGHAM, ON = 42.676872 -80.525814
WALTERS FALLS, ON = 44.488585 -80.706966
WALTHAM, QC = 45.229847 -64.006503
WALTON, NS = 45.229847 -64.006503
WALTON, ON = 43.682627 -81.297864
WANDERING RIVER, AB = 55.201392 -112.465214
WANHAM, AB = 55.736396 -118.388515
WANIPIGOW, MB = 51.190381 -96.303301
WANLESS, MB = 54.182075 -101.360301
WAPELLA, SK = 50.261556 -101.972014
WAPSKE, NB = 53.181114 -114.318635
WARBURG, AB = 46.292849 -66.702315
WARD SETTLEMENT, NB = 46.292849 -66.702315
WARDEN, QC = 45.379738 -72.504352
WARDLOW, AB = 50.906754 -111.551212
WARDNER, BC = 45.680742 -65.511509
WARDS CREEK, NB = 45.680742 -65.511509
WARDSVILLE, ON = 42.655559 -81.755402
WARE, BC = 57.423026 -125.627004
WAREHAM-CENTREVILLE, NL = 48.987899 -53.906929
WARKWORTH, ON = 44.201975 -77.887065
WARMAN, SK = 52.318366 -106.575075
WARMINSTER, ON = 44.639882 -79.545248
WARNER, AB = 49.283219 -112.207359
WARREN, MB = 50.131141 -97.550777
WARREN, ON = 46.442016 -80.311475
WARSAW, ON = 44.430061 -78.137300
WARSPITE, AB = 46.884111 -65.811854
WARWICK SETTLEMENT, NB = 46.884111 -65.811854
WARWICK, QC = 45.949523 -71.997086
WASA, BC = 49.768463 -115.737462
WASAGA BEACH, ON = 53.908333 -94.945833
WASAGAMACK, MB = 50.657836 -99.963618
WASAGAMING, MB = 53.099789 -109.473491
WASECA, SK = 53.099789 -109.473491
WASHABUCK CENTRE, NS = 44.749374 -79.334048
WASHAGO, ON = 49.097786 -100.802326
WASKADA, MB = 51.369575 -78.696517
WASKAGANISH, QC = 54.095411 -112.782746
WASKATENAU, AB = 54.095411 -112.782746
WASKESIU LAKE, SK = 49.697543 -75.960736
WASWANIPI, QC = 49.697543 -75.960736
WATER VALLEY, AB = 45.995507 -65.900528
WATERBOROUGH, NB = 43.324710 -79.903037
WATERDOWN, ON = 43.324710 -79.903037
WATERFORD, NB = 45.681183 -65.370173
WATERFORD, ON = 54.519245 -108.413878
WATERHEN LAKE, SK = 54.519245 -108.413878
WATERHEN, MB = 51.830164 -99.537863
WATERLOO, NS = 44.324763 -64.690960
WATERLOO, ON = 43.464258 -80.520410
WATERLOO, QC = 45.344077 -72.516403
WATERSIDE, NB = 45.629290 -64.831091
WATERTON PARK, AB = 46.267963 -67.581265
WATERVILLE CARLETON CO, NB = 45.048631 -64.676373
WATERVILLE, NS = 45.048631 -64.676373
WATERVILLE, QC = 45.277362 -71.890887
WATERVILLE-SUNBURY, NB = 45.786794 -66.479208
WATFORD, ON = 55.717334 -117.625706
WATINO, AB = 51.674514 -105.468338
WATROUS, SK = 51.674514 -105.468338
WATSON LAKE, YT = 52.129392 -104.527659
WATSON, SK = 44.753694 -79.712126
WAUBAUSHENE, ON = 44.753694 -79.712126
WAUCHOPE, SK = 44.753663 -63.567334
WAVERLEY, NS = 47.992417 -84.771059
WAWA, ON = 47.992417 -84.771059
WAWANESA, MB = 45.252454 -67.124721
WAWEIG, NB = 49.903118 -102.029157
WAWOTA, SK = 47.136013 -65.834268
WAYERTON, NB = 47.136013 -65.834268
WAYWAYSEECAPPO, MB = 50.670891 -100.902613
WEAGAMOW LAKE, ON = 52.950000 -91.333333
WEAVER SIDING, NB = 46.617027 -65.964206
WEAVER, NB = 46.617027 -65.964206
WEBB, SK = 50.182559 -108.202381
WEBBWOOD, ON = 46.269929 -81.883761
WEBEQUIE, ON = 52.961543 -87.298289
WEDGEPORT, NS = 45.700005 -71.461359
WEEDON, QC = 45.700005 -71.461359
WEEKES, SK = 52.570642 -102.873843
WEIRDALE, SK = 53.448261 -105.240123
WEKWETI, NT = 64.190371 -114.184102
WELDON, NB = 45.946705 -64.673090
WELDON, SK = 53.008155 -105.143690
WELLAND, ON = 42.992158 -79.248256
WELLANDPORT, ON = 43.004923 -79.481912
WELLESLEY, ON = 43.532206 -80.765780
WELLING, AB = 49.478777 -112.785344
WELLINGTON STATION, PE = 44.865022 -63.616475
WELLINGTON, NS = 44.865022 -63.616475
WELLINGTON, ON = 53.085974 -121.624418
WELLS, BC = 53.085974 -121.624418
WELLWOOD, MB = 50.040578 -99.333642
WELSFORD, NB = 45.456044 -66.341622
WELSHPOOL, NB = 50.326767 -101.520255
WELWYN, SK = 55.152666 -119.147889
WEMBLEY, AB = 53.049214 -78.713873
WEMINDJI, QC = 53.049214 -78.713873
WEMOTACI, QC = 47.902586 -73.786343
WENDAKE, QC = 46.865246 -71.359042
WENDOVER, ON = 45.572749 -75.127573
WENTWORTH, NS = 45.800000 -74.366667
WENTWORTH, QC = 45.800000 -74.366667
WENTWORTH-NORD, QC = 44.483530 -64.627564
WENTZELLS LAKE, NS = 44.483530 -64.627564
WESLEYVILLE, NL = 45.518365 -61.081642
WEST ARICHAT, NS = 45.518365 -61.081642
WEST BAPTISTE, AB = 54.748320 -113.564103
WEST BAY CENTRE, NL = 48.603244 -58.957680
WEST BAY ROAD, NS = 45.702635 -61.161094
WEST BAY, NS = 51.490316 -103.682123
WEST BEND, SK = 51.490316 -103.682123
WEST BRANCH, NB = 46.544131 -64.950267
WEST BROME, QC = 44.416667 -64.733333
WEST CLIFFORD, NS = 44.416667 -64.733333
WEST DOVER, NS = 46.442793 -67.613276
WEST FLORENCEVILLE, NB = 46.442793 -67.613276
WEST GUILFORD, ON = 45.116667 -63.583333
WEST INDIAN ROAD, NS = 45.116667 -63.583333
WEST KELOWNA, BC = 49.863612 -119.564458
WEST LORNE, ON = 43.586796 -80.482375
WEST MONTROSE, ON = 44.441302 -64.578571
WEST NORTHFIELD, NS = 44.474723 -63.651237
WEST PENNANT, NS = 44.474723 -63.651237
WEST PORTERS LAKE, NS = 44.687523 -63.312650
WEST PUBNICO, NS = 45.339948 -65.555752
WEST QUACO, NB = 45.339948 -65.555752
WEST RIVER STATION, NS = 45.645912 -64.844517
WEST RIVER, NB = 45.645912 -64.844517
WEST ST ANDREWS, NS = 51.592956 -56.707614
WEST ST MODESTE, NL = 50.027735 -97.105364
WEST ST PAUL, MB = 49.328625 -123.160198
WEST VANCOUVER, BC = 49.831365 -119.628193
WESTBANK, BC = 49.831365 -119.628193
WESTBOURNE, MB = 50.130164 -98.582138
WESTBRIDGE, BC = 49.055926 -118.997683
WESTBROOK, ON = 45.472421 -71.620757
WESTBURY, QC = 45.618375 -63.664804
WESTCHESTER STATION, NS = 45.618375 -63.664804
WESTCOCK, NB = 45.866667 -64.366667
WESTERN BAY, NL = 47.883333 -53.083333
WESTERN SHORE, NS = 52.957970 -113.999669
WESTEROSE, AB = 52.957970 -113.999669
WESTHOLME, BC = 48.866749 -123.700599
WESTLOCK, AB = 45.819764 -76.890234
WESTMEATH, ON = 46.143695 -60.223634
WESTMOUNT, NS = 46.143695 -60.223634
WESTMOUNT, QC = 45.485719 -73.595699
WESTON, NB = 46.283333 -67.766667
WESTPHAL, NS = 44.686359 -63.541416
WESTPORT, NL = 49.785143 -56.636762
WESTPORT, NS = 44.677676 -76.399666
WESTPORT, ON = 44.677676 -76.399666
WESTVILLE, NS = 50.472300 -119.773993
WESTWOLD, BC = 50.472300 -119.773993
WESTWOOD, ON = 52.969535 -113.377245
WETASKIWIN, AB = 54.430212 -105.801312
WEYAKWIN, SK = 54.430212 -105.801312
WEYBURN, SK = 44.405769 -65.994040
WEYMOUTH, NS = 44.405769 -65.994040
WHALE COVE, NU = 50.105079 -125.043559
WHALETOWN, BC = 50.105079 -125.043559
WHATI, NT = 42.095061 -82.462950
WHEATLEY, ON = 42.095061 -82.462950
WHEATON SETTLEMENT, NB = 46.018029 -65.163706
WHELAN, SK = 54.763471 -113.549362
WHISPERING HILLS, AB = 54.763471 -113.549362
WHISTLER, BC = 47.418354 -53.532743
WHITBOURNE, NL = 47.418354 -53.532743
WHITBY, ON = 50.875930 -108.221190
WHITE BEAR, SK = 50.875930 -108.221190
WHITE CITY, SK = 50.440133 -104.356697
WHITE FOX, SK = 53.452785 -104.088748
WHITE GULL, AB = 54.784450 -113.554715
WHITE HEAD ISLAND, NB = 44.630058 -66.710311
WHITE HEAD, NB = 44.633333 -66.716667
WHITE LAKE, ON = 45.302781 -76.523785
WHITE RAPIDS, NB = 46.796678 -65.782120
WHITE RIVER, ON = 48.593953 -85.274809
WHITE ROCK, BC = 49.025309 -122.802962
WHITECAP, SK = 51.867428 -106.689596
WHITECOURT, AB = 50.133333 -94.950000
WHITEDOG, ON = 50.133333 -94.950000
